2 3 4 5
ECK4015 yjbD yjbD pmrC
ECK4016 lysC lysC apk
ECK4017 pgi pgi b4025
ECK4018 yjbE yjbE b4026
ECK4019 yjbF yjbF b4027
ECK4020 yjbG yjbG b4028
ECK4021 yjbH yjbH b4029
ECK4022 yjbA yjbA b4030
ECK4023 xylE xylE b4031
ECK4024 malG malG b4032
ECK4025 malF malF b4033
ECK4026 malE malE b4034
ECK4027 malK malK malB
ECK4028 lamB lamB malB
ECK4029 malM malM molA
ECK4030 yjbI yjbI b4038
ECK4031 ubiC ubiC b4039
ECK4032 ubiA ubiA cyr
ECK4033 plsB plsB b4041
ECK4034 dgkA dgkA b4042
ECK4035 lexA lexA exrA
ECK4036 dinF dinF b4044
ECK4037 yjbJ yjbJ b4045
ECK4038 zur zur yjbK
ECK4039 yjbL yjbL b4047
ECK4040 yjbM yjbM b4048
ECK4041 yjbN yjbN dusA
ECK4042 yjbO yjbO b4050
ECK4043 qor qor hcz
ECK4044 dnaB dnaB groP
ECK4045 alr alr alr5
ECK4046 tyrB tyrB b4054
ECK4047 aphA aphA yjbP
ECK4048 yjbQ yjbQ b4056
ECK4049 yjbR yjbR b4057
ECK4050 uvrA uvrA dar
ECK4051 ssb ssb exrB
ECK4052 yjcB yjcB b4060
ECK4053 yjcC yjcC b4061
ECK4054 soxS soxS b4062
ECK4055 soxR soxR marC
ECK4056 ryjA ryjA sraL
ECK4057 yjcD yjcD b4064
ECK4058 yjcE yjcE b4065
ECK4059 yjcF yjcF b4066
ECK4060 actP actP yjcG
ECK4061 yjcH yjcH b4068
ECK4062 acs acs acsA
ECK4063 nrfA nrfA aidC
ECK4064 nrfB nrfB yjcI
ECK4065 nrfC nrfC yjcJ
ECK4066 nrfD nrfD yjcK
ECK4067 nrfE nrfE yjcL
ECK4068 nrfF nrfF yjcM
ECK4069 nrfG nrfG aidC
ECK4070 gltP gltP b4077
ECK4071 yjcO yjcO b4078
ECK4072 fdhF fdhF chlF
ECK4073 yjcP yjcP b4080
ECK4074 yjcQ yjcQ b4081
ECK4075 yjcR yjcR b4082
ECK4076 yjcS yjcS b4083
ECK4077 alsK alsK yjcT
ECK4078 alsE alsE yjcU
ECK4079 alsC alsC yjcV
ECK4080 alsA alsA yjcW
ECK4081 alsB alsB yjcX
ECK4082 rpiR rpiR alsR
ECK4083 rpiB rpiB ycjA
ECK4084 yjdP yjdP b4487
ECK4085 phnP phnP b4092
ECK4086 phnO phnO b4093
ECK4087 phnN phnN b4094
ECK4088 phnM phnM b4095
ECK4089 phnL phnL b4096
ECK4090 phnK phnK b4097
ECK4091 phnJ phnJ b4098
ECK4092 phnI phnI b4099
ECK4093 phnH phnH b4100
ECK4094 phnG phnG b4101
ECK4095 phnF phnF b4102
ECK4096 phnE phnE b4103
ECK4097 phnE phnE b4104
ECK4098 phnD phnD psiD
ECK4099 phnC phnC b4106
ECK4100 phnB phnB yjdN
ECK4101 phnA phnA yjdM
ECK4102 yjdA yjdA b4109
ECK4103 yjcZ yjcZ b4110
ECK4104 proP proP b4111
ECK4105 basS basS pmrB
ECK4106 basR basR pmrA
ECK4107 eptA eptA yjdB
ECK4108 adiC adiC yjdE
ECK4109 adiY adiY b4116
ECK4110 adiA adiA adi
ECK4111 melR melR b4118
ECK4112 melA melA mel-7
ECK4113 melB melB mel-4
ECK4114 yjdF yjdF b4121
ECK4115 fumB fumB b4122
ECK4116 dcuB dcuB genF
ECK4117 dcuR dcuR yjdG
ECK4118 dcuS dcuS yjdH
ECK4119 yjdI yjdI b4126
ECK4120 yjdJ yjdJ b4127
ECK4121 yjdK yjdK b4128
ECK4122 yjdO yjdO b4559
ECK4123 lysU lysU supN
ECK4124 yjdL yjdL b4130
ECK4125 cadA cadA b4131
ECK4126 cadB cadB b4132
ECK4127 cadC cadC b4133
ECK4128 pheU pheU pheR
ECK4129 yjdC yjdC cutA3
ECK4130 dipZ dipZ cutA2
ECK4131 cutA cutA cutA1
ECK4132 dcuA dcuA genA
ECK4133 aspA aspA b4139
ECK4134 fxsA fxsA yjeG
ECK4135 yjeH yjeH b4141
ECK4136 groS groS groES
ECK4137 groL groL groEL
ECK4138 yjeI yjeI b4144
ECK4139 yjeJ yjeJ b4145
ECK4140 yjeK yjeK b4146
ECK4141 efp efp b4147
ECK4142 ecnA ecnA b4410
ECK4143 ecnB ecnB ygeU
ECK4144 sugE sugE b4148
ECK4145 blc blc yjeL
ECK4146 ampC ampC ampA
ECK4147 frdD frdD b4151
ECK4148 frdC frdC b4152
ECK4149 frdB frdB b4153
ECK4150 frdA frdA b4154
ECK4151 poxA poxA yjeA
ECK4152 yjeM yjeM b4156
ECK4153 yjeN yjeN b4157
ECK4154 yjeO yjeO b4158
ECK4155 yjeP yjeP b4159
ECK4156 psd psd b4160
ECK4157 rsgA rsgA yjeQ
ECK4158 orn orn yjeR
ECK4159 glyV glyV mutA
ECK4160 glyX glyX glyVbeta
ECK4161 glyY glyY glyVgamma
ECK4162 yjeS yjeS b4166
ECK4163 yjeF yjeF b4167
ECK4164 yjeE yjeE b4168
ECK4165 amiB amiB yjeD
ECK4166 mutL mutL b4170
ECK4167 miaA miaA trpX
ECK4168 hfq hfq b4172
ECK4169 hflX hflX hflA
ECK4170 hflK hflK hflA
ECK4171 hflC hflC hflA
ECK4172 yjeT yjeT b4176
ECK4173 purA purA Ad4
ECK4174 yjeB yjeB b4178
ECK4175 rnr rnr vacB
ECK4176 rlmB rlmB yjfH
ECK4177 yjfI yjfI b4181
ECK4178 yjfJ yjfJ b4182
ECK4179 yjfK yjfK b4183
ECK4180 yjfL yjfL b4184
ECK4181 yjfM yjfM b4185
ECK4182 yjfC yjfC b4186
ECK4183 aidB aidB b4187
ECK4184 yjfN yjfN b4188
ECK4185 yjfO yjfO b4189
ECK4186 yjfP yjfP b4190
ECK4187 ulaR ulaR yjfQ
ECK4188 ulaG ulaG yjfR
ECK4189 ulaA ulaA sgaT
ECK4190 ulaB ulaB sgaB
ECK4191 ulaC ulaC ptxA
ECK4192 ulaD ulaD sgaH
ECK4193 ulaE ulaE sgaU
ECK4194 ulaF ulaF sgaE
ECK4195 yjfY yjfY b4199
ECK4196 rpsF rpsF sdgH
ECK4197 priB priB b4201
ECK4198 rpsR rpsR b4202
ECK4199 rplI rplI b4203
ECK4200 yjfZ yjfZ b4204
ECK4201 ytfA ytfA b4205
ECK4202 ytfB ytfB b4206
ECK4203 fklB fklB ytfC
ECK4204 cycA cycA dagA
ECK4205 ytfE ytfE b4209
ECK4206 ytfF ytfF b4210
ECK4207 ytfG ytfG b4211
ECK4208 ytfH ytfH b4212
ECK4209 cpdB cpdB b4213
ECK4210 cysQ cysQ amt
ECK4211 ytfI ytfI b4215
ECK4212 ytfJ ytfJ ecfJ
ECK4213 ytfK ytfK b4217
ECK4214 ytfL ytfL b4218
ECK4215 msrA msrA pmsR
ECK4216 ytfM ytfM b4220
ECK4217 ytfN ytfN ytfO
ECK4218 ytfP ytfP b4222
ECK4219 yzfA yzfA b4223
ECK4220 chpS chpS chpBI
ECK4221 chpB chpB chpBK
ECK4222 ppa ppa b4226
ECK4223 ytfQ ytfQ b4227
ECK4224 ytfR ytfR ytfS
ECK4225 ytfT ytfT b4230
ECK4226 yjfF yjfF b4231
ECK4227 fbp fbp fdp
ECK4228 mpl mpl yjfG
ECK4229 yjgA yjgA x96
ECK4230 pmbA pmbA mcb
ECK4231 cybC cybC b4236
ECK4232 nrdG nrdG yjgE
ECK4233 nrdD nrdD b4238
ECK4234 treC treC olgH
ECK4235 treB treB b4240
ECK4236 treR treR b4241
ECK4237 mgtA mgtA corB
ECK4238 yjgF yjgF b4243
ECK4239 pyrI pyrI b4244
ECK4240 pyrB pyrB b4245
ECK4241 pyrL pyrL b4246
ECK4242 yjgH yjgH b4248
ECK4243 yjgI yjgI b4249
ECK4244 yjgJ yjgJ b4251
ECK4245 yjgK yjgK b4252
ECK4246 yjgL yjgL b4253
ECK4247 argI argI b4254
ECK4248 yjgD yjgD b4255
ECK4249 yjgM yjgM b4256
ECK4250 yjgN yjgN b4257
ECK4251 valS valS val-act
ECK4252 holC holC b4259
ECK4253 pepA pepA carP
ECK4254 yjgP yjgP b4261
ECK4255 yjgQ yjgQ b4262
ECK4256 yjgR yjgR b4263
ECK4257 idnR idnR yjgS
ECK4258 idnT idnT yjgT
ECK4259 idnO idnO yjgU
ECK4260 idnD idnD yjgV
ECK4261 idnK idnK gntV
ECK4262 yjgB yjgB b4269
ECK4263 leuX leuX Su-6
ECK4264 intB intB int(P4)
ECK4265 yjgW yjgW b4274
yjgX yjgX b4575 4497700
ECK4266 yjgX yjgX_3 b4560
ECK4266 yjgX yjgX_1 yjgY
ECK4266 yjgX yjgX_2 yjgY
ECK4267 yjgZ yjgZ b4277
ECK4268 insG insG yi41
ECK4269 yjhB yjhB b4279
ECK4270 yjhC yjhC b4280
ECK4271 yjhD yjhD b4281
ECK4272 yjhE yjhE b4282
ECK4273 insM insM b4561
ECK4274 insO insO-2 b4285
ECK4275 yjhW yjhW b4562
ECK4276 yjhV yjhV b4286
ECK4277 fecE fecE b4287
ECK4278 fecD fecD b4288
ECK4279 fecC fecC b4289
ECK4280 fecB fecB b4290
ECK4281 fecA fecA b4291
ECK4282 fecR fecR b4292
ECK4283 fecI fecI b4293
ECK4284 yjhU yjhU b4295
ECK4285 yjhF yjhF b4296
ECK4286 yjhG yjhG b4297
ECK4287 yjhH yjhH b4298
ECK4288 yjhI yjhI b4299
ECK4289 sgcR sgcR yjhJ
ECK4290 sgcE sgcE yjhK
ECK4291 sgcA sgcA yjhL
ECK4292 sgcQ sgcQ yjhM
ECK4293 sgcC sgcC yjhN
ECK4294 sgcB sgcB b4565
ECK4295 sgcX sgcX yjhO
ECK4296 yjhP yjhP b4306
ECK4297 yjhQ yjhQ b4307
ECK4298 yjhX yjhX b4566
ECK4299 yjhR yjhR b4308
ECK4300 yjhS yjhS b4309
ECK4301 yjhT yjhT b4310
ECK4302 yjhA yjhA b4311
ECK4303 fimB fimB pil
ECK4304 fimE fimE pilH
ECK4305 fimA fimA fimD
ECK4306 fimI fimI b4315
ECK4307 fimC fimC pil
ECK4308 fimD fimD pil
ECK4309 fimF fimF pilD
ECK4310 fimG fimG pilD
ECK4311 fimH fimH pilE
ECK4312 gntP gntP yjiB
ECK4313 uxuA uxuA b4322
ECK4314 uxuB uxuB b4323
ECK4315 uxuR uxuR b4324
ECK4316 yjiC yjiC b4325
ECK4317 yjiD yjiD b4326
ECK4318 yjiE yjiE b4327
ECK4319 iadA iadA yjiF
ECK4320 yjiG yjiG b4329
ECK4321 yjiH yjiH b4330
ECK4322 kptA kptA yjiI
ECK4323 yjiJ yjiJ b4332
ECK4324 yjiK yjiK b4333
ECK4325 yjiL yjiL b4334
ECK4326 yjiM yjiM b4335
ECK4327 yjiN yjiN b4336
ECK4328 yjiO yjiO b4337
ECK4329 yjiP yjiP yjiQ
ECK4330 yjiQ yjiQ b4339
ECK4331 yjiR yjiR b4340
ECK4332 yjiS yjiS b4341
ECK4333 yjiT yjiT b4342
ECK4334 yjiV yjiV yjiU
ECK4335 mcrC mcrC b4345
ECK4336 mcrB mcrB rglB
ECK4337 yjiW yjiW b4347
ECK4338 hsdS hsdS hss
ECK4339 hsdM hsdM hs
ECK4340 hsdR hsdR hs
ECK4341 mrr mrr mcrF
ECK4342 yjiA yjiA b4352
ECK4343 yjiX yjiX b4353
ECK4344 yjiY yjiY b4354
ECK4345 tsr tsr cheD
ECK4346 yjiZ yjiZ yjjL
ECK4347 yjjM yjjM b4357
ECK4348 yjjN yjjN b4358
ECK4349 mdoB mdoB yjjO
ECK4350 yjjA yjjA b4360
ECK4351 dnaC dnaC dnaD
ECK4352 dnaT dnaT b4362
ECK4353 yjjB yjjB b4363
ECK4354 yjjP yjjP b4364
ECK4355 yjjQ yjjQ b4365
ECK4356 bglJ bglJ yjjR
ECK4357 fhuF fhuF yjjS
ECK4358 yjjZ yjjZ b4567
ECK4359 leuV leuV leuValpha
ECK4360 leuP leuP leuValpha
ECK4361 leuQ leuQ leuVbeta
ECK4362 rsmC rsmC fmu
ECK4363 holD holD b4372
ECK4364 rimI rimI b4373
ECK4365 yjjG yjjG b4374
ECK4366 prfC prfC tos
ECK4367 osmY osmY csi-5
ECK4368 ytjA ytjA b4568
ECK4369 yjjU yjjU b4377
ECK4370 yjjV yjjV b4378
ECK4371 yjjW yjjW b4379
ECK4372 yjjI yjjI yjjH
ECK4373 deoC deoC dra
ECK4374 deoA deoA tpp-75
ECK4375 deoB deoB drm
ECK4376 deoD deoD pup
ECK4377 yjjJ yjjJ b4385
ECK4378 lplA lplA slr
ECK4379 ytjB ytjB smp
ECK4380 serB serB b4388
ECK4381 radA radA sms
ECK4382 nadR nadR nadI
ECK4383 yjjK yjjK b4391
ECK4384 slt slt sltY
ECK4385 trpR trpR rtrY
ECK4386 yjjX yjjX b4394
ECK4387 ytjC ytjC gpmB
ECK4388 rob rob cbpB
ECK4389 creA creA yjjD
ECK4390 creB creB yjjE
ECK4391 creC creC phoM
ECK4392 creD creD cet
ECK4393 arcA arcA dye
ECK4394 yjjY yjjY b4402
ECK4395 yjtD lasT b4403
